"media_id"	"deploymentID"	"captureMethod"	"timestamp"	"filePath"	"filePublic"	"fileName"	"fileMediatype"
338349	TH-J-4839	automatic interval exposure	2025-08-17 03:03:00.000	https://lepmon.de/annot8/media/338349	Y	Lepmon#SN010019_TH_J_2025-08-17_T_0303.jpg	image
338350	TH-J-4839	automatic interval exposure	2025-08-17 03:05:00.000	https://lepmon.de/annot8/media/338350	Y	Lepmon#SN010019_TH_J_2025-08-17_T_0305.jpg	image
338352	TH-J-4839	automatic interval exposure	2025-08-17 03:07:00.000	https://lepmon.de/annot8/media/338352	Y	Lepmon#SN010019_TH_J_2025-08-17_T_0307.jpg	image
338353	TH-J-4839	automatic interval exposure	2025-08-17 03:09:00.000	https://lepmon.de/annot8/media/338353	Y	Lepmon#SN010019_TH_J_2025-08-17_T_0309.jpg	image
338354	TH-J-4839	automatic interval exposure	2025-08-17 03:11:00.000	https://lepmon.de/annot8/media/338354	Y	Lepmon#SN010019_TH_J_2025-08-17_T_0311.jpg	image
338356	TH-J-4839	automatic interval exposure	2025-08-17 03:13:00.000	https://lepmon.de/annot8/media/338356	Y	Lepmon#SN010019_TH_J_2025-08-17_T_0313.jpg	image
338357	TH-J-4839	automatic interval exposure	2025-08-17 03:15:00.000	https://lepmon.de/annot8/media/338357	Y	Lepmon#SN010019_TH_J_2025-08-17_T_0315.jpg	image
338359	TH-J-4839	automatic interval exposure	2025-08-17 03:17:00.000	https://lepmon.de/annot8/media/338359	Y	Lepmon#SN010019_TH_J_2025-08-17_T_0317.jpg	image
338360	TH-J-4839	automatic interval exposure	2025-08-17 03:19:00.000	https://lepmon.de/annot8/media/338360	Y	Lepmon#SN010019_TH_J_2025-08-17_T_0319.jpg	image
338361	TH-J-4839	automatic interval exposure	2025-08-17 03:21:00.000	https://lepmon.de/annot8/media/338361	Y	Lepmon#SN010019_TH_J_2025-08-17_T_0321.jpg	image
338363	TH-J-4839	automatic interval exposure	2025-08-17 03:23:00.000	https://lepmon.de/annot8/media/338363	Y	Lepmon#SN010019_TH_J_2025-08-17_T_0323.jpg	image
338364	TH-J-4839	automatic interval exposure	2025-08-17 03:25:00.000	https://lepmon.de/annot8/media/338364	Y	Lepmon#SN010019_TH_J_2025-08-17_T_0325.jpg	image
338365	TH-J-4839	automatic interval exposure	2025-08-17 03:27:00.000	https://lepmon.de/annot8/media/338365	Y	Lepmon#SN010019_TH_J_2025-08-17_T_0327.jpg	image
338367	TH-J-4839	automatic interval exposure	2025-08-17 03:29:00.000	https://lepmon.de/annot8/media/338367	Y	Lepmon#SN010019_TH_J_2025-08-17_T_0329.jpg	image
338368	TH-J-4839	automatic interval exposure	2025-08-17 03:31:00.000	https://lepmon.de/annot8/media/338368	Y	Lepmon#SN010019_TH_J_2025-08-17_T_0331.jpg	image
338370	TH-J-4839	automatic interval exposure	2025-08-17 03:33:00.000	https://lepmon.de/annot8/media/338370	Y	Lepmon#SN010019_TH_J_2025-08-17_T_0333.jpg	image
338371	TH-J-4839	automatic interval exposure	2025-08-17 03:35:00.000	https://lepmon.de/annot8/media/338371	Y	Lepmon#SN010019_TH_J_2025-08-17_T_0335.jpg	image
338372	TH-J-4839	automatic interval exposure	2025-08-17 03:37:00.000	https://lepmon.de/annot8/media/338372	Y	Lepmon#SN010019_TH_J_2025-08-17_T_0337.jpg	image
338374	TH-J-4839	automatic interval exposure	2025-08-17 03:39:00.000	https://lepmon.de/annot8/media/338374	Y	Lepmon#SN010019_TH_J_2025-08-17_T_0339.jpg	image
338375	TH-J-4839	automatic interval exposure	2025-08-17 03:41:00.000	https://lepmon.de/annot8/media/338375	Y	Lepmon#SN010019_TH_J_2025-08-17_T_0341.jpg	image
338376	TH-J-4839	automatic interval exposure	2025-08-17 03:43:00.000	https://lepmon.de/annot8/media/338376	Y	Lepmon#SN010019_TH_J_2025-08-17_T_0343.jpg	image
338378	TH-J-4839	automatic interval exposure	2025-08-17 03:45:00.000	https://lepmon.de/annot8/media/338378	Y	Lepmon#SN010019_TH_J_2025-08-17_T_0345.jpg	image
338379	TH-J-4839	automatic interval exposure	2025-08-17 03:47:00.000	https://lepmon.de/annot8/media/338379	Y	Lepmon#SN010019_TH_J_2025-08-17_T_0347.jpg	image
338381	TH-J-4839	automatic interval exposure	2025-08-17 03:49:00.000	https://lepmon.de/annot8/media/338381	Y	Lepmon#SN010019_TH_J_2025-08-17_T_0349.jpg	image
338382	TH-J-4839	automatic interval exposure	2025-08-17 03:51:00.000	https://lepmon.de/annot8/media/338382	Y	Lepmon#SN010019_TH_J_2025-08-17_T_0351.jpg	image
338383	TH-J-4839	automatic interval exposure	2025-08-17 03:53:00.000	https://lepmon.de/annot8/media/338383	Y	Lepmon#SN010019_TH_J_2025-08-17_T_0353.jpg	image
338385	TH-J-4839	automatic interval exposure	2025-08-17 03:55:00.000	https://lepmon.de/annot8/media/338385	Y	Lepmon#SN010019_TH_J_2025-08-17_T_0355.jpg	image
338386	TH-J-4839	automatic interval exposure	2025-08-17 03:57:00.000	https://lepmon.de/annot8/media/338386	Y	Lepmon#SN010019_TH_J_2025-08-17_T_0357.jpg	image
338387	TH-J-4839	automatic interval exposure	2025-08-17 03:59:00.000	https://lepmon.de/annot8/media/338387	Y	Lepmon#SN010019_TH_J_2025-08-17_T_0359.jpg	image
338389	TH-J-4839	automatic interval exposure	2025-08-17 04:01:00.000	https://lepmon.de/annot8/media/338389	Y	Lepmon#SN010019_TH_J_2025-08-17_T_0401.jpg	image
338390	TH-J-4839	automatic interval exposure	2025-08-17 04:03:00.000	https://lepmon.de/annot8/media/338390	Y	Lepmon#SN010019_TH_J_2025-08-17_T_0403.jpg	image
338391	TH-J-4839	automatic interval exposure	2025-08-17 04:05:00.000	https://lepmon.de/annot8/media/338391	Y	Lepmon#SN010019_TH_J_2025-08-17_T_0405.jpg	image
338393	TH-J-4839	automatic interval exposure	2025-08-17 04:07:00.000	https://lepmon.de/annot8/media/338393	Y	Lepmon#SN010019_TH_J_2025-08-17_T_0407.jpg	image
338394	TH-J-4839	automatic interval exposure	2025-08-17 04:09:00.000	https://lepmon.de/annot8/media/338394	Y	Lepmon#SN010019_TH_J_2025-08-17_T_0409.jpg	image
338395	TH-J-4839	automatic interval exposure	2025-08-17 04:11:00.000	https://lepmon.de/annot8/media/338395	Y	Lepmon#SN010019_TH_J_2025-08-17_T_0411.jpg	image
338397	TH-J-4839	automatic interval exposure	2025-08-17 04:13:00.000	https://lepmon.de/annot8/media/338397	Y	Lepmon#SN010019_TH_J_2025-08-17_T_0413.jpg	image
338398	TH-J-4839	automatic interval exposure	2025-08-17 04:15:00.000	https://lepmon.de/annot8/media/338398	Y	Lepmon#SN010019_TH_J_2025-08-17_T_0415.jpg	image
338400	TH-J-4839	automatic interval exposure	2025-08-17 04:17:00.000	https://lepmon.de/annot8/media/338400	Y	Lepmon#SN010019_TH_J_2025-08-17_T_0417.jpg	image
338401	TH-J-4839	automatic interval exposure	2025-08-17 04:19:00.000	https://lepmon.de/annot8/media/338401	Y	Lepmon#SN010019_TH_J_2025-08-17_T_0419.jpg	image
338402	TH-J-4839	automatic interval exposure	2025-08-17 04:21:00.000	https://lepmon.de/annot8/media/338402	Y	Lepmon#SN010019_TH_J_2025-08-17_T_0421.jpg	image
338403	TH-J-4839	automatic interval exposure	2025-08-17 04:23:00.000	https://lepmon.de/annot8/media/338403	Y	Lepmon#SN010019_TH_J_2025-08-17_T_0423.jpg	image
338405	TH-J-4839	automatic interval exposure	2025-08-17 04:25:00.000	https://lepmon.de/annot8/media/338405	Y	Lepmon#SN010019_TH_J_2025-08-17_T_0425.jpg	image
338406	TH-J-4839	automatic interval exposure	2025-08-17 04:27:00.000	https://lepmon.de/annot8/media/338406	Y	Lepmon#SN010019_TH_J_2025-08-17_T_0427.jpg	image
